ID Transaksi,Tanggal Transaksi,Nama Barang,Kategori,Jumlah Terjual,Harga Satuan,Total Harga,Metode Pembayaran,Kategori_Encoded,Metode_Pembayaran_Encoded,Bulan Transaksi,Tahun Transaksi
TX-20240610-007,2024-06-10,Life Cat Pouch - Salmon Adult,Makanan,1,12024,12024,QRIS,2,0,6,2024
TX-20240714-003,2024-07-14,Life Cat Can - Tuna,Makanan,5,130000,650000,Tunai,2,2,7,2024
TX-20240908-003,2024-09-08,Life Cat Can - Chicken,Makanan,6,250000,1500000,QRIS,2,0,9,2024
TX-20241106-006,2024-11-06,Rogz Utility Dog Leash - Medium,Aksesoris,8,55833,446664,Transfer,0,1,11,2024
TX-20240330-002,2024-03-30,EzyDog Chest Plate Harness for Dogs,Aksesoris,17,50000,850000,Tunai,0,2,3,2024
TX-20240721-004,2024-07-21,Life Cat Tofu - Mango,Makanan,8,55833,446664,QRIS,2,0,7,2024
TX-20240910-004,2024-09-10,Trixie Cat Laser Pointer,Mainan,9,55833,502497,Tunai,1,2,9,2024
TX-20240401-004,2024-04-01,Life Cat Pouch - Kitten Chicken,Makanan,17,12024,204408,Tunai,2,2,4,2024
TX-20240712-002,2024-07-12,Life Cat Pouch - Kitten Salmon,Makanan,6,4435,26610,QRIS,2,0,7,2024
TX-20240830-003,2024-08-30,EzyDog Chest Plate Harness for Dogs,Aksesoris,18,4435,79830,Tunai,0,2,8,2024
TX-20240902-004,2024-09-02,Seresto Flea and Tick Collar for Dogs,Obat Hewan,10,55833,558330,QRIS,3,0,9,2024
TX-20240530-003,2024-05-30,Life Cat Pouch - Kitten Chicken,Makanan,13,55833,725829,Transfer,2,1,5,2024
TX-20240325-003,2024-03-25,Drontal Cat Dewormer,Obat Hewan,11,12024,132264,Transfer,3,1,3,2024
TX-20241008-002,2024-10-08,Trixie Cat Laser Pointer,Mainan,2,12024,24048,Tunai,1,2,10,2024
TX-20241001-005,2024-10-01,Life Cat Pouch - Chicken Tuna Adult,Makanan,2,250000,500000,Tunai,2,2,10,2024
TX-20240611-001,2024-06-11,Life Cat Tofu - Macha,Makanan,3,50000,150000,QRIS,2,0,6,2024
TX-20240325-004,2024-03-25,Kong Puppy Teething Stick,Mainan,16,50000,800000,QRIS,1,0,3,2024
TX-20240204-005,2024-02-04,Life Cat Can - Kitten Tuna,Makanan,19,4435,84265,Transfer,2,1,2,2024
TX-20240813-002,2024-08-13,Life Cat Pouch - Chicken Tuna Adult,Makanan,13,130000,1690000,QRIS,2,0,8,2024
TX-20240806-003,2024-08-06,Life Cat Pouch Dus,Makanan,2,4435,8870,QRIS,2,0,8,2024
TX-20240505-003,2024-05-05,Trixie Cat Scratching Post,Mainan,15,55833,837495,Transfer,1,1,5,2024
TX-20240509-003,2024-05-09,Kong Puppy Teething Stick,Mainan,8,50000,400000,Transfer,1,1,5,2024
TX-20240418-002,2024-04-18,EzyDog Chest Plate Harness for Dogs,Aksesoris,17,55833,949161,Transfer,0,1,4,2024
TX-20240203-005,2024-02-03,Kong Classic Dog Chew Toy,Mainan,15,12024,180360,Tunai,1,2,2,2024
TX-20240419-001,2024-04-19,Life Cat Pouch - Salmon Adult,Makanan,15,55833,837495,Transfer,2,1,4,2024
TX-20241107-003,2024-11-07,Frontline Plus Flea & Tick Treatment,Obat Hewan,6,130000,780000,Tunai,3,2,11,2024
TX-20240719-002,2024-07-19,Life Cat Can - Chicken,Makanan,9,130000,1170000,Transfer,2,1,7,2024
TX-20240418-003,2024-04-18,Trixie Cat Tunnel,Mainan,11,55833,614163,Tunai,1,2,4,2024
TX-20241128-001,2024-11-28,Kong Puppy Teething Stick,Mainan,15,4435,66525,Tunai,1,2,11,2024
TX-20240605-003,2024-06-05,Life Cat Can - Chicken,Makanan,5,130000,650000,Tunai,2,2,6,2024
TX-20240112-003,2024-01-12,Life Cat Pouch - Kitten Chicken,Makanan,2,50000,100000,Tunai,2,2,1,2024
TX-20240606-003,2024-06-06,Trixie Cat Tunnel,Mainan,5,12024,60120,Transfer,1,1,6,2024
TX-20240918-002,2024-09-18,Trixie Cat Tunnel,Mainan,10,55833,558330,QRIS,1,0,9,2024
TX-20240708-006,2024-07-08,Seresto Flea and Tick Collar for Dogs,Obat Hewan,17,4435,75395,Transfer,3,1,7,2024
TX-20240426-005,2024-04-26,Trixie Cat Scratching Post,Mainan,2,50000,100000,QRIS,1,0,4,2024
TX-20240425-003,2024-04-25,Life Cat Can - Kitten Tuna,Makanan,10,4435,44350,Transfer,2,1,4,2024
TX-20241117-005,2024-11-17,Kong Puppy Teething Stick,Mainan,10,12024,120240,Transfer,1,1,11,2024
TX-20240827-002,2024-08-27,Kong Puppy Teething Stick,Mainan,15,130000,1950000,Transfer,1,1,8,2024
TX-20240624-004,2024-06-24,Rogz Utility Dog Leash - Medium,Aksesoris,18,50000,900000,QRIS,0,0,6,2024
TX-20240620-001,2024-06-20,Life Cat Can - Tuna,Makanan,2,130000,260000,QRIS,2,0,6,2024
TX-20240126-003,2024-01-26,Trixie Cat Tunnel,Mainan,10,55833,558330,Tunai,1,2,1,2024
TX-20240416-006,2024-04-16,Trixie Cat Laser Pointer,Mainan,15,12024,180360,Transfer,1,1,4,2024
TX-20240609-005,2024-06-09,Life Cat Pouch - Chicken Tuna Adult,Makanan,3,55833,167499,QRIS,2,0,6,2024
TX-20240412-002,2024-04-12,Life Cat Pouch Dus,Makanan,13,12024,156312,Tunai,2,2,4,2024
TX-20240712-003,2024-07-12,Life Cat Pouch - Chicken Adult,Makanan,2,12024,24048,Tunai,2,2,7,2024
TX-20240816-002,2024-08-16,Life Cat Pouch - Kitten Salmon,Makanan,11,4435,48785,Transfer,2,1,8,2024
TX-20240911-007,2024-09-11,Frontline Plus Flea & Tick Treatment,Obat Hewan,5,12024,60120,Transfer,3,1,9,2024
TX-20240817-002,2024-08-17,Seresto Flea and Tick Collar for Dogs,Obat Hewan,12,55833,669996,Tunai,3,2,8,2024
TX-20240826-006,2024-08-26,Life Cat Can - Tuna,Makanan,6,55833,334998,QRIS,2,0,8,2024
TX-20240914-003,2024-09-14,Nutri-Vet Multivitamin Chewable,Obat Hewan,18,4435,79830,Transfer,3,1,9,2024
TX-20240405-004,2024-04-05,Life Cat Can - Kitten Tuna,Makanan,8,250000,2000000,Tunai,2,2,4,2024
TX-20240626-004,2024-06-26,Kong Classic Dog Chew Toy,Mainan,17,4435,75395,Transfer,1,1,6,2024
TX-20241027-006,2024-10-27,Trixie Cat Laser Pointer,Mainan,5,4435,22175,QRIS,1,0,10,2024
TX-20240110-004,2024-01-10,Life Cat Tofu - Macha,Makanan,15,55833,837495,QRIS,2,0,1,2024
TX-20240430-004,2024-04-30,Life Cat Tofu - Macha,Makanan,17,130000,2210000,QRIS,2,0,4,2024
TX-20240412-003,2024-04-12,Life Cat Can - Tuna,Makanan,9,12024,108216,Transfer,2,1,4,2024
TX-20240530-005,2024-05-30,Kong Puppy Teething Stick,Mainan,14,50000,700000,Transfer,1,1,5,2024
TX-20240707-003,2024-07-07,Seresto Flea and Tick Collar for Dogs,Obat Hewan,16,12024,192384,Tunai,3,2,7,2024
TX-20240413-002,2024-04-13,Life Cat Can - Chicken,Makanan,16,130000,2080000,QRIS,2,0,4,2024
TX-20240916-002,2024-09-16,Life Cat Pouch - Chicken Adult,Makanan,19,50000,950000,QRIS,2,0,9,2024
TX-20240929-004,2024-09-29,Life Cat Pouch Dus,Makanan,6,50000,300000,Tunai,2,2,9,2024
TX-20240525-001,2024-05-25,Life Cat Pouch - Kitten Chicken,Makanan,1,4435,4435,QRIS,2,0,5,2024
TX-20240517-003,2024-05-17,Seresto Flea and Tick Collar for Dogs,Obat Hewan,3,4435,13305,QRIS,3,0,5,2024
TX-20240908-004,2024-09-08,Frontline Plus Flea & Tick Treatment,Obat Hewan,2,130000,260000,QRIS,3,0,9,2024
TX-20240510-001,2024-05-10,Life Cat Pouch - Salmon Adult,Makanan,16,4435,70960,Transfer,2,1,5,2024
TX-20240222-001,2024-02-22,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,19,12024,228456,Transfer,3,1,2,2024
TX-20240116-005,2024-01-16,Life Cat Can - Kitten Salmon,Makanan,5,4435,22175,Transfer,2,1,1,2024
TX-20240201-002,2024-02-01,Trixie Cat Tunnel,Mainan,6,130000,780000,Tunai,1,2,2,2024
TX-20240916-003,2024-09-16,Life Cat Can - Kitten Salmon,Makanan,8,250000,2000000,QRIS,2,0,9,2024
TX-20240901-004,2024-09-01,Life Cat Pouch Dus,Makanan,5,130000,650000,Transfer,2,1,9,2024
TX-20240528-004,2024-05-28,Life Cat Pouch - Chicken Tuna Adult,Makanan,19,4435,84265,Tunai,2,2,5,2024
TX-20240612-002,2024-06-12,Life Cat Tofu - Macha,Makanan,6,130000,780000,Tunai,2,2,6,2024
TX-20240314-003,2024-03-14,Life Cat Can - Chicken,Makanan,9,130000,1170000,Transfer,2,1,3,2024
TX-20240710-002,2024-07-10,Kong Puppy Teething Stick,Mainan,12,130000,1560000,Transfer,1,1,7,2024
TX-20240715-005,2024-07-15,Life Cat Pouch Dus,Makanan,5,250000,1250000,Transfer,2,1,7,2024
TX-20241005-005,2024-10-05,Life Cat Pouch - Chicken Tuna Adult,Makanan,11,130000,1430000,Transfer,2,1,10,2024
TX-20240622-001,2024-06-22,Rogz Utility Dog Leash - Medium,Aksesoris,14,130000,1820000,Transfer,0,1,6,2024
TX-20241108-003,2024-11-08,Life Cat Pouch - Kitten Chicken,Makanan,18,55833,1004994,Tunai,2,2,11,2024
TX-20240116-006,2024-01-16,Life Cat Pouch Dus,Makanan,12,55833,669996,Tunai,2,2,1,2024
TX-20240411-002,2024-04-11,Nutri-Vet Multivitamin Chewable,Obat Hewan,9,4435,39915,Tunai,3,2,4,2024
TX-20240304-003,2024-03-04,Life Cat Tofu - Mango,Makanan,18,12024,216432,Tunai,2,2,3,2024
TX-20241126-001,2024-11-26,Kong Classic Dog Chew Toy,Mainan,4,55833,223332,QRIS,1,0,11,2024
TX-20240804-003,2024-08-04,Life Cat Tofu - Mango,Makanan,9,12024,108216,Tunai,2,2,8,2024
TX-20240808-002,2024-08-08,Frontline Plus Flea & Tick Treatment,Obat Hewan,17,130000,2210000,Transfer,3,1,8,2024
TX-20240902-005,2024-09-02,Rogz Utility Dog Leash - Medium,Aksesoris,17,130000,2210000,Tunai,0,2,9,2024
TX-20241109-003,2024-11-09,Kong Classic Dog Chew Toy,Mainan,5,130000,650000,QRIS,1,0,11,2024
TX-20240505-004,2024-05-05,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,5,130000,650000,QRIS,3,0,5,2024
TX-20240902-006,2024-09-02,Trixie Cat Laser Pointer,Mainan,13,12024,156312,Transfer,1,1,9,2024
TX-20240903-001,2024-09-03,Seresto Flea and Tick Collar for Dogs,Obat Hewan,11,50000,550000,Tunai,3,2,9,2024
TX-20240424-003,2024-04-24,Life Cat Pouch - Salmon Adult,Makanan,10,12024,120240,QRIS,2,0,4,2024
TX-20240829-003,2024-08-29,Life Cat Can - Chicken,Makanan,12,4435,53220,QRIS,2,0,8,2024
TX-20240808-003,2024-08-08,EzyDog Chest Plate Harness for Dogs,Aksesoris,19,4435,84265,Transfer,0,1,8,2024
TX-20240522-005,2024-05-22,Life Cat Can - Kitten Tuna,Makanan,12,12024,144288,Transfer,2,1,5,2024
TX-20240331-003,2024-03-31,Life Cat Pouch - Chicken Tuna Adult,Makanan,1,4435,4435,Transfer,2,1,3,2024
TX-20240106-006,2024-01-06,Kong Puppy Teething Stick,Mainan,8,130000,1040000,Tunai,1,2,1,2024
TX-20240311-004,2024-03-11,Nutri-Vet Multivitamin Chewable,Obat Hewan,18,55833,1004994,QRIS,3,0,3,2024
TX-20240815-003,2024-08-15,Trixie Cat Scratching Post,Mainan,11,4435,48785,Tunai,1,2,8,2024
TX-20241004-004,2024-10-04,Kong Classic Dog Chew Toy,Mainan,17,4435,75395,Transfer,1,1,10,2024
TX-20240317-001,2024-03-17,Trixie Cat Laser Pointer,Mainan,18,55833,1004994,Transfer,1,1,3,2024
TX-20240801-005,2024-08-01,Life Cat Can - Kitten Tuna,Makanan,5,250000,1250000,QRIS,2,0,8,2024
TX-20240706-002,2024-07-06,Life Cat Pouch - Kitten Tuna,Makanan,17,50000,850000,Transfer,2,1,7,2024
TX-20240118-005,2024-01-18,Life Cat Pouch - Chicken Tuna Adult,Makanan,7,250000,1750000,Tunai,2,2,1,2024
TX-20240205-005,2024-02-05,Life Cat Can - Kitten Salmon,Makanan,2,130000,260000,QRIS,2,0,2,2024
TX-20241029-005,2024-10-29,Life Cat Pouch Dus,Makanan,10,130000,1300000,Tunai,2,2,10,2024
TX-20240601-004,2024-06-01,Life Cat Can - Kitten Tuna,Makanan,7,250000,1750000,Tunai,2,2,6,2024
TX-20241124-002,2024-11-24,Life Cat Can - Chicken,Makanan,2,50000,100000,Tunai,2,2,11,2024
TX-20240120-002,2024-01-20,Nutri-Vet Multivitamin Chewable,Obat Hewan,8,12024,96192,QRIS,3,0,1,2024
TX-20240319-004,2024-03-19,Life Cat Can - Kitten Tuna,Makanan,1,12024,12024,Tunai,2,2,3,2024
TX-20240910-005,2024-09-10,Life Cat Pouch Dus,Makanan,2,12024,24048,Tunai,2,2,9,2024
TX-20240529-005,2024-05-29,Life Cat Tofu - Mango,Makanan,5,250000,1250000,QRIS,2,0,5,2024
TX-20240915-005,2024-09-15,Rogz Utility Dog Leash - Medium,Aksesoris,2,250000,500000,QRIS,0,0,9,2024
TX-20240830-004,2024-08-30,Kong Puppy Teething Stick,Mainan,4,50000,200000,QRIS,1,0,8,2024
TX-20240111-004,2024-01-11,Life Cat Tofu - Mango,Makanan,17,4435,75395,QRIS,2,0,1,2024
TX-20240401-006,2024-04-01,EzyDog Chest Plate Harness for Dogs,Aksesoris,6,4435,26610,Transfer,0,1,4,2024
TX-20241018-004,2024-10-18,Life Cat Pouch - Chicken Adult,Makanan,17,130000,2210000,Transfer,2,1,10,2024
TX-20240924-001,2024-09-24,Life Cat Can - Chicken,Makanan,1,250000,250000,Tunai,2,2,9,2024
TX-20240831-004,2024-08-31,Kong Classic Dog Chew Toy,Mainan,18,50000,900000,Tunai,1,2,8,2024
TX-20240414-002,2024-04-14,Kong Classic Dog Chew Toy,Mainan,4,4435,17740,QRIS,1,0,4,2024
TX-20240610-008,2024-06-10,Kong Classic Dog Chew Toy,Mainan,2,50000,100000,QRIS,1,0,6,2024
TX-20240615-004,2024-06-15,Life Cat Tofu - Mango,Makanan,6,250000,1500000,Transfer,2,1,6,2024
TX-20240101-004,2024-01-01,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,2,4435,8870,QRIS,3,0,1,2024
TX-20240322-002,2024-03-22,Life Cat Pouch - Chicken Tuna Adult,Makanan,14,55833,781662,Transfer,2,1,3,2024
TX-20240817-003,2024-08-17,Life Cat Pouch Dus,Makanan,14,50000,700000,QRIS,2,0,8,2024
TX-20240724-001,2024-07-24,Trixie Cat Laser Pointer,Mainan,12,130000,1560000,QRIS,1,0,7,2024
TX-20240810-002,2024-08-10,Drontal Cat Dewormer,Obat Hewan,7,130000,910000,Tunai,3,2,8,2024
TX-20240921-005,2024-09-21,Drontal Cat Dewormer,Obat Hewan,8,55833,446664,QRIS,3,0,9,2024
TX-20240619-003,2024-06-19,Life Cat Pouch - Kitten Tuna,Makanan,4,55833,223332,QRIS,2,0,6,2024
TX-20240415-005,2024-04-15,Life Cat Can - Chicken,Makanan,8,55833,446664,QRIS,2,0,4,2024
TX-20240417-006,2024-04-17,Life Cat Can - Chicken,Makanan,2,130000,260000,Transfer,2,1,4,2024
TX-20240118-006,2024-01-18,Life Cat Can - Kitten Tuna,Makanan,6,4435,26610,Tunai,2,2,1,2024
TX-20240623-004,2024-06-23,Life Cat Pouch - Chicken Adult,Makanan,14,130000,1820000,Tunai,2,2,6,2024
TX-20240920-004,2024-09-20,EzyDog Chest Plate Harness for Dogs,Aksesoris,15,130000,1950000,Transfer,0,1,9,2024
TX-20240829-004,2024-08-29,Trixie Cat Scratching Post,Mainan,6,12024,72144,Transfer,1,1,8,2024
TX-20240326-003,2024-03-26,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,14,50000,700000,QRIS,3,0,3,2024
TX-20241021-002,2024-10-21,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,2,130000,260000,Transfer,3,1,10,2024
TX-20241010-004,2024-10-10,Life Cat Can - Kitten Tuna,Makanan,10,130000,1300000,Transfer,2,1,10,2024
TX-20240812-004,2024-08-12,Frontline Plus Flea & Tick Treatment,Obat Hewan,9,50000,450000,QRIS,3,0,8,2024
TX-20240516-002,2024-05-16,EzyDog Chest Plate Harness for Dogs,Aksesoris,12,50000,600000,Transfer,0,1,5,2024
TX-20240516-003,2024-05-16,Frontline Plus Flea & Tick Treatment,Obat Hewan,10,55833,558330,Transfer,3,1,5,2024
TX-20240805-002,2024-08-05,Trixie Cat Tunnel,Mainan,3,50000,150000,Transfer,1,1,8,2024
TX-20240213-006,2024-02-13,EzyDog Chest Plate Harness for Dogs,Aksesoris,4,250000,1000000,Tunai,0,2,2,2024
TX-20240626-005,2024-06-26,Life Cat Pouch Dus,Makanan,2,130000,260000,QRIS,2,0,6,2024
TX-20240918-003,2024-09-18,Life Cat Pouch - Chicken Tuna Adult,Makanan,10,50000,500000,Transfer,2,1,9,2024
TX-20241110-004,2024-11-10,Kong Classic Dog Chew Toy,Mainan,11,12024,132264,Transfer,1,1,11,2024
TX-20240109-007,2024-01-09,Life Cat Can - Chicken,Makanan,8,12024,96192,Transfer,2,1,1,2024
TX-20240420-003,2024-04-20,Life Cat Pouch - Salmon Adult,Makanan,8,12024,96192,Tunai,2,2,4,2024
TX-20240714-004,2024-07-14,Trixie Cat Laser Pointer,Mainan,13,12024,156312,Transfer,1,1,7,2024
TX-20240831-005,2024-08-31,Life Cat Pouch Dus,Makanan,6,55833,334998,QRIS,2,0,8,2024
TX-20240716-004,2024-07-16,Life Cat Pouch - Kitten Chicken,Makanan,5,12024,60120,Tunai,2,2,7,2024
TX-20240208-002,2024-02-08,Life Cat Can - Tuna,Makanan,14,4435,62090,QRIS,2,0,2,2024
TX-20240120-003,2024-01-20,Life Cat Pouch - Kitten Chicken,Makanan,4,50000,200000,Transfer,2,1,1,2024
TX-20240415-006,2024-04-15,Trixie Cat Scratching Post,Mainan,19,50000,950000,Tunai,1,2,4,2024
TX-20241127-001,2024-11-27,Kong Classic Dog Chew Toy,Mainan,2,250000,500000,Transfer,1,1,11,2024
TX-20240808-004,2024-08-08,Trixie Cat Scratching Post,Mainan,5,250000,1250000,Tunai,1,2,8,2024
TX-20240630-003,2024-06-30,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,2,250000,500000,Transfer,3,1,6,2024
TX-20240214-003,2024-02-14,Kong Classic Dog Chew Toy,Mainan,10,130000,1300000,Transfer,1,1,2,2024
TX-20241114-003,2024-11-14,Kong Classic Dog Chew Toy,Mainan,13,4435,57655,Tunai,1,2,11,2024
TX-20240207-003,2024-02-07,Rogz Utility Dog Leash - Medium,Aksesoris,1,130000,130000,Transfer,0,1,2,2024
TX-20240702-001,2024-07-02,Life Cat Pouch Dus,Makanan,1,130000,130000,QRIS,2,0,7,2024
TX-20240819-002,2024-08-19,Life Cat Can - Kitten Salmon,Makanan,2,130000,260000,QRIS,2,0,8,2024
TX-20240816-003,2024-08-16,Life Cat Pouch - Kitten Tuna,Makanan,8,55833,446664,Transfer,2,1,8,2024
TX-20240524-003,2024-05-24,Life Cat Pouch - Kitten Tuna,Makanan,3,55833,167499,Tunai,2,2,5,2024
TX-20240506-003,2024-05-06,Life Cat Pouch - Kitten Salmon,Makanan,4,55833,223332,Tunai,2,2,5,2024
TX-20240907-001,2024-09-07,Kong Classic Dog Chew Toy,Mainan,16,55833,893328,Transfer,1,1,9,2024
TX-20240713-001,2024-07-13,Life Cat Pouch - Kitten Chicken,Makanan,4,55833,223332,Tunai,2,2,7,2024
TX-20241017-006,2024-10-17,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,15,12024,180360,Tunai,3,2,10,2024
TX-20240129-006,2024-01-29,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,6,130000,780000,Transfer,3,1,1,2024
TX-20240408-003,2024-04-08,Life Cat Can - Tuna,Makanan,5,130000,650000,QRIS,2,0,4,2024
TX-20241026-001,2024-10-26,Life Cat Tofu - Mango,Makanan,1,50000,50000,Transfer,2,1,10,2024
TX-20240810-003,2024-08-10,Drontal Cat Dewormer,Obat Hewan,2,12024,24048,QRIS,3,0,8,2024
TX-20241006-005,2024-10-06,Life Cat Can - Chicken,Makanan,1,250000,250000,Transfer,2,1,10,2024
TX-20240405-005,2024-04-05,Life Cat Pouch - Kitten Salmon,Makanan,8,50000,400000,Tunai,2,2,4,2024
TX-20241105-002,2024-11-05,Life Cat Pouch - Kitten Chicken,Makanan,10,12024,120240,Transfer,2,1,11,2024
TX-20240804-005,2024-08-04,Frontline Plus Flea & Tick Treatment,Obat Hewan,2,130000,260000,QRIS,3,0,8,2024
TX-20240716-005,2024-07-16,Seresto Flea and Tick Collar for Dogs,Obat Hewan,4,55833,223332,Tunai,3,2,7,2024
TX-20240109-008,2024-01-09,Life Cat Can - Tuna,Makanan,8,12024,96192,QRIS,2,0,1,2024
TX-20240702-002,2024-07-02,Frontline Plus Flea & Tick Treatment,Obat Hewan,1,4435,4435,QRIS,3,0,7,2024
TX-20240324-003,2024-03-24,Drontal Cat Dewormer,Obat Hewan,2,12024,24048,Transfer,3,1,3,2024
TX-20240923-003,2024-09-23,Frontline Plus Flea & Tick Treatment,Obat Hewan,14,55833,781662,QRIS,3,0,9,2024
TX-20240515-002,2024-05-15,Life Cat Pouch - Kitten Salmon,Makanan,11,50000,550000,Tunai,2,2,5,2024
TX-20240211-002,2024-02-11,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,5,55833,279165,Transfer,3,1,2,2024
TX-20240618-002,2024-06-18,Life Cat Tofu - Mango,Makanan,2,50000,100000,QRIS,2,0,6,2024
TX-20241201-003,2024-12-01,Life Cat Pouch - Kitten Chicken,Makanan,10,55833,558330,Transfer,2,1,12,2024
TX-20240806-004,2024-08-06,EzyDog Chest Plate Harness for Dogs,Aksesoris,9,12024,108216,QRIS,0,0,8,2024
TX-20240730-002,2024-07-30,Life Cat Can - Kitten Tuna,Makanan,6,12024,72144,QRIS,2,0,7,2024
TX-20241021-004,2024-10-21,Life Cat Can - Kitten Salmon,Makanan,1,130000,130000,Tunai,2,2,10,2024
TX-20240607-004,2024-06-07,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,13,130000,1690000,Transfer,3,1,6,2024
TX-20240509-004,2024-05-09,Life Cat Pouch - Chicken Adult,Makanan,15,12024,180360,QRIS,2,0,5,2024
TX-20240208-003,2024-02-08,Trixie Cat Laser Pointer,Mainan,1,250000,250000,Tunai,1,2,2,2024
TX-20241022-003,2024-10-22,Kong Classic Dog Chew Toy,Mainan,6,4435,26610,QRIS,1,0,10,2024
TX-20240321-003,2024-03-21,Rogz Utility Dog Leash - Medium,Aksesoris,2,4435,8870,Tunai,0,2,3,2024
TX-20241201-004,2024-12-01,Life Cat Pouch - Chicken Tuna Adult,Makanan,19,4435,84265,Tunai,2,2,12,2024
TX-20240605-004,2024-06-05,Nutri-Vet Multivitamin Chewable,Obat Hewan,18,50000,900000,Transfer,3,1,6,2024
TX-20240107-002,2024-01-07,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,12,50000,600000,Transfer,3,1,1,2024
TX-20240730-003,2024-07-30,Trixie Cat Laser Pointer,Mainan,11,50000,550000,QRIS,1,0,7,2024
TX-20240505-005,2024-05-05,Kong Classic Dog Chew Toy,Mainan,11,12024,132264,Transfer,1,1,5,2024
TX-20240719-003,2024-07-19,Life Cat Can - Chicken,Makanan,1,12024,12024,QRIS,2,0,7,2024
TX-20240123-001,2024-01-23,Life Cat Pouch - Chicken Adult,Makanan,4,50000,200000,Tunai,2,2,1,2024
TX-20240407-002,2024-04-07,Trixie Cat Scratching Post,Mainan,8,4435,35480,Tunai,1,2,4,2024
TX-20240319-005,2024-03-19,Drontal Cat Dewormer,Obat Hewan,17,4435,75395,QRIS,3,0,3,2024
TX-20240402-003,2024-04-02,Life Cat Can - Kitten Salmon,Makanan,10,50000,500000,QRIS,2,0,4,2024
TX-20240901-005,2024-09-01,Kong Classic Dog Chew Toy,Mainan,8,55833,446664,Tunai,1,2,9,2024
TX-20240530-006,2024-05-30,Trixie Cat Scratching Post,Mainan,6,130000,780000,Tunai,1,2,5,2024
TX-20241005-006,2024-10-05,Rogz Utility Dog Leash - Medium,Aksesoris,18,50000,900000,Transfer,0,1,10,2024
TX-20240313-002,2024-03-13,Life Cat Pouch - Chicken Adult,Makanan,5,12024,60120,QRIS,2,0,3,2024
TX-20241121-004,2024-11-21,Life Cat Can - Chicken,Makanan,8,12024,96192,Transfer,2,1,11,2024
TX-20240924-002,2024-09-24,Kong Puppy Teething Stick,Mainan,9,55833,502497,Transfer,1,1,9,2024
TX-20240724-002,2024-07-24,EzyDog Chest Plate Harness for Dogs,Aksesoris,12,4435,53220,Transfer,0,1,7,2024
TX-20240913-004,2024-09-13,Seresto Flea and Tick Collar for Dogs,Obat Hewan,3,12024,36072,Transfer,3,1,9,2024
TX-20240317-002,2024-03-17,Life Cat Pouch - Chicken Adult,Makanan,7,12024,84168,QRIS,2,0,3,2024
TX-20240829-005,2024-08-29,Life Cat Pouch - Salmon Adult,Makanan,14,55833,781662,QRIS,2,0,8,2024
TX-20241023-003,2024-10-23,Frontline Plus Flea & Tick Treatment,Obat Hewan,1,50000,50000,QRIS,3,0,10,2024
TX-20240616-002,2024-06-16,Trixie Cat Laser Pointer,Mainan,14,130000,1820000,Transfer,1,1,6,2024
TX-20240104-004,2024-01-04,Kong Classic Dog Chew Toy,Mainan,12,4435,53220,Transfer,1,1,1,2024
TX-20240827-003,2024-08-27,Life Cat Can - Tuna,Makanan,4,250000,1000000,Tunai,2,2,8,2024
TX-20240208-004,2024-02-08,Life Cat Tofu - Mango,Makanan,11,12024,132264,Tunai,2,2,2,2024
TX-20240607-005,2024-06-07,Kong Puppy Teething Stick,Mainan,4,250000,1000000,Tunai,1,2,6,2024
TX-20240224-003,2024-02-24,Trixie Cat Tunnel,Mainan,11,4435,48785,Transfer,1,1,2,2024
TX-20240715-006,2024-07-15,Trixie Cat Laser Pointer,Mainan,8,12024,96192,Tunai,1,2,7,2024
TX-20240207-004,2024-02-07,Life Cat Pouch - Kitten Tuna,Makanan,10,4435,44350,Tunai,2,2,2,2024
TX-20241109-004,2024-11-09,Kong Puppy Teething Stick,Mainan,13,12024,156312,Transfer,1,1,11,2024
TX-20240721-005,2024-07-21,Life Cat Pouch - Kitten Salmon,Makanan,1,12024,12024,QRIS,2,0,7,2024
TX-20241027-007,2024-10-27,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,16,12024,192384,Transfer,3,1,10,2024
TX-20240513-004,2024-05-13,Life Cat Pouch Dus,Makanan,5,130000,650000,Transfer,2,1,5,2024
TX-20241006-006,2024-10-06,Trixie Cat Tunnel,Mainan,7,12024,84168,Tunai,1,2,10,2024
TX-20241023-004,2024-10-23,Life Cat Tofu - Macha,Makanan,11,50000,550000,Tunai,2,2,10,2024
TX-20240205-006,2024-02-05,Trixie Cat Tunnel,Mainan,4,250000,1000000,QRIS,1,0,2,2024
TX-20240823-005,2024-08-23,Life Cat Can - Kitten Salmon,Makanan,13,12024,156312,Transfer,2,1,8,2024
TX-20240225-003,2024-02-25,Life Cat Pouch - Chicken Adult,Makanan,12,50000,600000,Transfer,2,1,2,2024
