ID Transaksi,Tanggal Transaksi,Metode Pembayaran,Nama Barang 1,Kategori Barang 1,Jumlah Barang Dibeli 1,Harga Barang 1,Nama Barang 2,Kategori Barang 2,Jumlah Barang Dibeli 2,Harga Barang 2,Nama Barang 3,Kategori Barang 3,Jumlah Barang Dibeli 3,Harga Barang 3,Nama Barang 4,Kategori Barang 4,Jumlah Barang Dibeli 4,Harga Barang 4,Nama Barang 5,Kategori Barang 5,Jumlah Barang Dibeli 5,Harga Barang 5,Total Harga Transaksi
hW98Dbte,2024-06-15,Transfer Bank,Life Cat Pouch Dus,Makanan Kucing,3,108000,Life Cat Pouch - Salmon Adult,Makanan Kucing,7,4453,Life Cat Pouch - Kitten Chicken,Makanan Kucing,10.0,4435.0,Life Cat Pouch - Chicken adult,Makanan Kucing,1.0,4435.0,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,10.0,4500.0,448956
XYr3Hhyn,2024-10-29,QRIS,Makanan Kucing Whiskas,Makanan Kucing,3,45000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,6,4435,,,,,,,,,,,,,161610
iRU2FCfh,2024-04-11,QRIS,Life Cat Can - Kitten Salmon,Makanan Kucing,2,12024,Life Cat Can - Kitten Tuna,Makanan Kucing,8,12000,Life Cat Pouch - Chicken adult,Makanan Kucing,4.0,4435.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,2.0,4435.0,Makanan Anjing Purina,Makanan Anjing,9.0,50000.0,596658
4RTQ2fq9,2024-05-09,Transfer Bank,Life Cat Pouch Dus,Makanan Kucing,9,108000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,1,4500,,,,,,,,,,,,,976500
Ky86eQEY,2024-09-28,Transfer Bank,Makanan Kucing Whiskas,Makanan Kucing,2,45000,Life Cat Tofu - Mango,Makanan Kucing,4,55833,Life Cat Pouch - Kitten Tuna,Makanan Kucing,1.0,4435.0,Mainan Kucing ScratchPad,Mainan Kucing,4.0,25000.0,,,,,417767
rAHrTX4b,2024-06-24,Cash,Life Cat Can - Kitten Tuna,Makanan Kucing,7,12000,Life Cat Pouch - Chicken adult,Makanan Kucing,4,4435,Makanan Ikan Gupi,Makanan Ikan,5.0,35000.0,Makanan Kucing Whiskas,Makanan Kucing,3.0,45000.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,5.0,4435.0,433915
3UlLYqdE,2024-01-06,QRIS,Life Cat Can - Tuna,Makanan Kucing,2,11000,Life Cat Can - Kitten Tuna,Makanan Kucing,7,12000,Life Cat Tofu - Mango,Makanan Kucing,5.0,55833.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,9.0,12000.0,Makanan Kucing Whiskas,Makanan Kucing,7.0,45000.0,808165
j6kISDcT,2024-01-23,QRIS,Life Cat Can - Tuna,Makanan Kucing,5,11000,Life Cat Can - Chicken & Salmon,Makanan Kucing,3,12000,,,,,,,,,,,,,91000
ageZNZEQ,2024-12-19,QRIS,Makanan Ikan Gupi,Makanan Ikan,9,35000,Mainan Anjing Kong,Mainan Anjing,9,20000,Life Cat Pouch - Salmon Adult,Makanan Kucing,6.0,4453.0,Mainan Kucing ScratchPad,Mainan Kucing,3.0,25000.0,,,,,596718
L2vmm3gd,2024-11-24,Cash,Mainan Anjing Kong,Mainan Anjing,7,20000,Life Cat Tofu - Mango,Makanan Kucing,3,55833,,,,,,,,,,,,,307499
RXA6FMHH,2024-09-12,QRIS,Life Cat Pouch - Chicken adult,Makanan Kucing,1,4435,Mainan Anjing Kong,Mainan Anjing,10,20000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,6.0,4435.0,Life Cat Can - Kitten Tuna,Makanan Kucing,8.0,12000.0,,,,,327045
ud2jyLgm,2024-03-27,Transfer Bank,Makanan Kucing Whiskas,Makanan Kucing,3,45000,Mainan Anjing Kong,Mainan Anjing,2,20000,Life Cat Pouch Dus,Makanan Kucing,7.0,108000.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,10.0,12000.0,,,,,1051000
qP17Wuc9,2024-12-29,Cash,Life Cat Pouch Dus,Makanan Kucing,10,108000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,1,4500,Mainan Kucing ScratchPad,Mainan Kucing,3.0,25000.0,,,,,,,,,1159500
X7Ti9A0u,2024-02-07,Cash,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,6,4500,Life Cat Can - Tuna,Makanan Kucing,9,11000,,,,,,,,,,,,,126000
o4zoqyaZ,2024-05-18,QRIS,Life Cat Pouch Dus,Makanan Kucing,3,108000,Life Cat Can - Kitten Salmon,Makanan Kucing,3,12024,Mainan Kucing ScratchPad,Mainan Kucing,7.0,25000.0,Makanan Kucing Whiskas,Makanan Kucing,1.0,45000.0,Makanan Ikan Gupi,Makanan Ikan,10.0,35000.0,930072
x23yFnYh,2024-08-01,QRIS,Life Cat Tofu - Mango,Makanan Kucing,6,55833,Life Cat Can - Tuna,Makanan Kucing,5,11000,,,,,,,,,,,,,389998
SqGBpmmE,2024-11-18,Cash,Makanan Anjing Purina,Makanan Anjing,10,50000,Mainan Kucing ScratchPad,Mainan Kucing,4,25000,Makanan Ikan Gupi,Makanan Ikan,6.0,35000.0,Life Cat Can - Tuna,Makanan Kucing,2.0,11000.0,Life Cat Can - Kitten Salmon,Makanan Kucing,9.0,12024.0,940216
QrJsD50j,2024-11-09,QRIS,Life Cat Tofu - Macha,Makanan Kucing,4,55833,Life Cat Pouch - Kitten Chicken,Makanan Kucing,2,4435,Life Cat Can - Tuna,Makanan Kucing,1.0,11000.0,Life Cat Can - Kitten Tuna,Makanan Kucing,7.0,12000.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,2.0,12000.0,351202
e80DjCVy,2024-09-02,Transfer Bank,Life Cat Can - Kitten Tuna,Makanan Kucing,3,12000,Life Cat Can - Chicken & Salmon,Makanan Kucing,1,12000,Makanan Kucing Whiskas,Makanan Kucing,3.0,45000.0,Life Cat Tofu - Macha,Makanan Kucing,1.0,55833.0,,,,,238833
gnfHzcsu,2024-02-05,QRIS,Life Cat Can - Kitten Tuna,Makanan Kucing,6,12000,Makanan Anjing Purina,Makanan Anjing,2,50000,Life Cat Can - Kitten Salmon,Makanan Kucing,7.0,12024.0,,,,,,,,,256168
LE2VeOPc,2024-03-08,Transfer Bank,Makanan Ikan Gupi,Makanan Ikan,5,35000,Life Cat Can - Tuna,Makanan Kucing,4,11000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,1.0,4500.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,2.0,4435.0,,,,,232370
mtjTSwnM,2024-07-16,Cash,Life Cat Pouch - Kitten Tuna,Makanan Kucing,2,4435,Life Cat Pouch Dus,Makanan Kucing,1,108000,,,,,,,,,,,,,116870
BCy0lFz7,2024-06-19,Transfer Bank,Life Cat Pouch - Chicken adult,Makanan Kucing,10,4435,Makanan Kucing Whiskas,Makanan Kucing,8,45000,,,,,,,,,,,,,404350
XQRNTM1j,2024-08-19,QRIS,Life Cat Pouch - Chicken adult,Makanan Kucing,4,4435,Life Cat Can - Chicken & Salmon,Makanan Kucing,1,12000,Life Cat Can - Tuna,Makanan Kucing,7.0,11000.0,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,3.0,4500.0,Makanan Kucing Whiskas,Makanan Kucing,5.0,45000.0,345240
AXMZ8lNv,2024-10-08,Cash,Life Cat Tofu - Mango,Makanan Kucing,3,55833,Life Cat Pouch - Salmon Adult,Makanan Kucing,3,4453,,,,,,,,,,,,,180858
VXlffAi7,2024-03-03,QRIS,Life Cat Pouch Dus,Makanan Kucing,8,108000,Life Cat Can - Kitten Tuna,Makanan Kucing,10,12000,Mainan Kucing ScratchPad,Mainan Kucing,8.0,25000.0,Life Cat Can - Tuna,Makanan Kucing,3.0,11000.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,2.0,4435.0,1225870
kp1vG8nI,2024-06-10,Transfer Bank,Life Cat Tofu - Macha,Makanan Kucing,9,55833,Makanan Ikan Gupi,Makanan Ikan,7,35000,Life Cat Pouch - Chicken adult,Makanan Kucing,6.0,4435.0,,,,,,,,,774107
lenUgLiL,2024-10-18,Cash,Life Cat Can - Kitten Salmon,Makanan Kucing,6,12024,Life Cat Can - Chicken & Salmon,Makanan Kucing,9,12000,Life Cat Can - Kitten Tuna,Makanan Kucing,2.0,12000.0,,,,,,,,,204144
uXJS3ygR,2024-10-12,Transfer Bank,Life Cat Can - Kitten Salmon,Makanan Kucing,3,12024,Life Cat Pouch Dus,Makanan Kucing,5,108000,Mainan Kucing ScratchPad,Mainan Kucing,5.0,25000.0,Life Cat Tofu - Mango,Makanan Kucing,5.0,55833.0,,,,,980237
Q4EPF77T,2024-07-19,QRIS,Makanan Ikan Gupi,Makanan Ikan,5,35000,Makanan Anjing Purina,Makanan Anjing,9,50000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,3.0,4500.0,Mainan Anjing Kong,Mainan Anjing,3.0,20000.0,,,,,698500
1SAaB89S,2024-04-24,Transfer Bank,Life Cat Pouch - Kitten Chicken,Makanan Kucing,2,4435,Life Cat Can - Tuna,Makanan Kucing,2,11000,Life Cat Can - Kitten Salmon,Makanan Kucing,1.0,12024.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,9.0,12000.0,,,,,150894
BzTCX9uN,2024-10-21,QRIS,Life Cat Pouch Dus,Makanan Kucing,7,108000,Life Cat Can - Chicken & Salmon,Makanan Kucing,4,12000,Life Cat Tofu - Macha,Makanan Kucing,7.0,55833.0,,,,,,,,,1194831
T8U6aLTc,2024-08-24,Transfer Bank,Life Cat Tofu - Mango,Makanan Kucing,10,55833,Life Cat Can - Chicken & Salmon,Makanan Kucing,7,12000,Makanan Ikan Gupi,Makanan Ikan,2.0,35000.0,,,,,,,,,712330
nw6yqh8f,2024-07-07,QRIS,Life Cat Tofu - Macha,Makanan Kucing,1,55833,Life Cat Tofu - Mango,Makanan Kucing,2,55833,Makanan Anjing Purina,Makanan Anjing,10.0,50000.0,,,,,,,,,667499
OlSbOV1f,2024-12-02,Cash,Life Cat Can - Kitten Tuna,Makanan Kucing,2,12000,Makanan Anjing Purina,Makanan Anjing,8,50000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,3.0,4500.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,1.0,12000.0,Life Cat Pouch Dus,Makanan Kucing,2.0,108000.0,665500
z26XtWHb,2024-09-13,QRIS,Life Cat Pouch - Salmon Adult,Makanan Kucing,4,4453,Life Cat Can - Chicken & Salmon,Makanan Kucing,8,12000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,10.0,4435.0,Life Cat Can - Tuna,Makanan Kucing,10.0,11000.0,,,,,268162
IeAMvB8e,2024-12-12,Transfer Bank,Mainan Anjing Kong,Mainan Anjing,3,20000,Life Cat Pouch - Salmon Adult,Makanan Kucing,1,4453,Life Cat Can - Chicken & Salmon,Makanan Kucing,2.0,12000.0,,,,,,,,,88453
ugZJaevm,2024-08-16,Cash,Life Cat Tofu - Macha,Makanan Kucing,9,55833,Mainan Anjing Kong,Mainan Anjing,2,20000,Life Cat Can - Kitten Tuna,Makanan Kucing,6.0,12000.0,,,,,,,,,614497
E2CZoZDC,2024-11-16,QRIS,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,6,4500,Life Cat Pouch - Kitten Chicken,Makanan Kucing,9,4435,,,,,,,,,,,,,66915
lAc6pSVq,2024-07-22,QRIS,Mainan Kucing ScratchPad,Mainan Kucing,5,25000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4,4500,,,,,,,,,,,,,143000
ujkNVG6Y,2024-01-06,QRIS,Life Cat Can - Kitten Salmon,Makanan Kucing,7,12024,Life Cat Can - Kitten Tuna,Makanan Kucing,1,12000,Mainan Anjing Kong,Mainan Anjing,2.0,20000.0,Makanan Kucing Whiskas,Makanan Kucing,5.0,45000.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,3.0,4435.0,374473
06hjbBY0,2024-12-04,QRIS,Life Cat Pouch - Kitten Chicken,Makanan Kucing,2,4435,Makanan Kucing Whiskas,Makanan Kucing,3,45000,Life Cat Can - Kitten Tuna,Makanan Kucing,5.0,12000.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,9.0,4435.0,Life Cat Can - Tuna,Makanan Kucing,6.0,11000.0,309785
WJh98lex,2024-08-27,QRIS,Mainan Kucing ScratchPad,Mainan Kucing,9,25000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,9,4435,Makanan Ikan Gupi,Makanan Ikan,7.0,35000.0,,,,,,,,,509915
1Lj79iYo,2024-05-17,QRIS,Life Cat Pouch - Kitten Tuna,Makanan Kucing,5,4435,Life Cat Pouch - Salmon Adult,Makanan Kucing,10,4453,Makanan Kucing Whiskas,Makanan Kucing,2.0,45000.0,Life Cat Can - Kitten Salmon,Makanan Kucing,3.0,12024.0,Makanan Anjing Purina,Makanan Anjing,1.0,50000.0,242777
cdtGegkr,2024-04-10,Cash,Makanan Ikan Gupi,Makanan Ikan,1,35000,Life Cat Can - Kitten Tuna,Makanan Kucing,8,12000,Makanan Kucing Whiskas,Makanan Kucing,5.0,45000.0,Mainan Kucing ScratchPad,Mainan Kucing,1.0,25000.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,10.0,4435.0,425350
vJAM7N7L,2024-04-05,Cash,Mainan Anjing Kong,Mainan Anjing,2,20000,Life Cat Pouch Dus,Makanan Kucing,2,108000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,7.0,4500.0,Life Cat Can - Kitten Salmon,Makanan Kucing,4.0,12024.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,6.0,4435.0,362206
YQM5vtwj,2024-12-07,Transfer Bank,Life Cat Can - Kitten Tuna,Makanan Kucing,3,12000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,7,4500,Life Cat Can - Tuna,Makanan Kucing,2.0,11000.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,10.0,12000.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,3.0,4453.0,222859
2TlSfM8b,2024-04-17,QRIS,Makanan Ikan Gupi,Makanan Ikan,7,35000,Mainan Anjing Kong,Mainan Anjing,3,20000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,3.0,4500.0,,,,,,,,,318500
LtOibit7,2024-03-08,Cash,Life Cat Pouch - Salmon Adult,Makanan Kucing,2,4453,Life Cat Tofu - Mango,Makanan Kucing,9,55833,Life Cat Pouch - Chicken adult,Makanan Kucing,5.0,4435.0,,,,,,,,,533578
R6sxLdav,2024-07-22,QRIS,Life Cat Tofu - Mango,Makanan Kucing,9,55833,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,10,4500,,,,,,,,,,,,,547497
J40cc8Ls,2024-02-11,Cash,Life Cat Tofu - Mango,Makanan Kucing,1,55833,Makanan Kucing Whiskas,Makanan Kucing,3,45000,Life Cat Pouch - Salmon Adult,Makanan Kucing,9.0,4453.0,,,,,,,,,230910
Iv9o0t3r,2024-01-25,Cash,Life Cat Pouch - Kitten Chicken,Makanan Kucing,10,4435,Mainan Anjing Kong,Mainan Anjing,9,20000,Life Cat Pouch - Chicken adult,Makanan Kucing,5.0,4435.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,3.0,4435.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,6.0,4453.0,286548
iOD4L9me,2024-09-13,Cash,Life Cat Can - Chicken & Salmon,Makanan Kucing,1,12000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,6,4500,Mainan Kucing ScratchPad,Mainan Kucing,2.0,25000.0,,,,,,,,,89000
Pup3FLYF,2024-04-08,Cash,Makanan Kucing Whiskas,Makanan Kucing,6,45000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,9,4500,Life Cat Can - Kitten Salmon,Makanan Kucing,8.0,12024.0,Mainan Kucing ScratchPad,Mainan Kucing,4.0,25000.0,,,,,506692
7y2bvM5N,2024-09-26,QRIS,Life Cat Tofu - Macha,Makanan Kucing,4,55833,Life Cat Pouch - Kitten Chicken,Makanan Kucing,8,4435,Life Cat Can - Tuna,Makanan Kucing,1.0,11000.0,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,3.0,4500.0,Mainan Anjing Kong,Mainan Anjing,10.0,20000.0,483312
Mkvazqdv,2024-07-16,Transfer Bank,Life Cat Tofu - Mango,Makanan Kucing,7,55833,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,7,4500,Life Cat Pouch - Salmon Adult,Makanan Kucing,6.0,4453.0,Mainan Anjing Kong,Mainan Anjing,4.0,20000.0,Life Cat Can - Kitten Tuna,Makanan Kucing,6.0,12000.0,601049
vJtpTVVp,2024-03-13,Cash,Life Cat Can - Tuna,Makanan Kucing,8,11000,Mainan Kucing ScratchPad,Mainan Kucing,3,25000,,,,,,,,,,,,,163000
llTtlLMz,2024-03-21,Cash,Life Cat Pouch - Chicken adult,Makanan Kucing,8,4435,Life Cat Pouch - Salmon Adult,Makanan Kucing,3,4453,Life Cat Pouch - Kitten Tuna,Makanan Kucing,7.0,4435.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,5.0,12000.0,,,,,139884
hSfbW0Rm,2024-11-26,Cash,Life Cat Pouch - Salmon Adult,Makanan Kucing,9,4453,Makanan Anjing Purina,Makanan Anjing,8,50000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,9.0,4435.0,,,,,,,,,479992
bhNK2vRb,2024-09-11,Cash,Life Cat Pouch - Kitten Chicken,Makanan Kucing,8,4435,Life Cat Pouch - Salmon Adult,Makanan Kucing,8,4453,Life Cat Can - Tuna,Makanan Kucing,10.0,11000.0,Mainan Anjing Kong,Mainan Anjing,1.0,20000.0,Life Cat Can - Kitten Salmon,Makanan Kucing,3.0,12024.0,237176
H1yX1kXH,2024-12-01,QRIS,Life Cat Can - Tuna,Makanan Kucing,8,11000,Life Cat Pouch - Chicken adult,Makanan Kucing,7,4435,Makanan Anjing Purina,Makanan Anjing,6.0,50000.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,9.0,4435.0,Life Cat Can - Kitten Salmon,Makanan Kucing,4.0,12024.0,507056
7c4Vpcx1,2024-03-11,QRIS,Life Cat Pouch - Salmon Adult,Makanan Kucing,9,4453,Life Cat Can - Chicken & Salmon,Makanan Kucing,9,12000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,10.0,4500.0,Life Cat Can - Tuna,Makanan Kucing,7.0,11000.0,Makanan Ikan Gupi,Makanan Ikan,7.0,35000.0,515077
NZfn1gqa,2024-07-21,QRIS,Life Cat Pouch - Kitten Chicken,Makanan Kucing,9,4435,Makanan Ikan Gupi,Makanan Ikan,5,35000,Life Cat Pouch - Salmon Adult,Makanan Kucing,7.0,4453.0,,,,,,,,,246086
v17Zu7Qf,2024-03-10,Transfer Bank,Life Cat Pouch - Chicken adult,Makanan Kucing,10,4435,Mainan Anjing Kong,Mainan Anjing,10,20000,Life Cat Tofu - Mango,Makanan Kucing,4.0,55833.0,Life Cat Pouch Dus,Makanan Kucing,2.0,108000.0,,,,,683682
dS8QTKxS,2024-08-20,Cash,Life Cat Can - Chicken & Salmon,Makanan Kucing,6,12000,Life Cat Tofu - Mango,Makanan Kucing,9,55833,Life Cat Tofu - Macha,Makanan Kucing,3.0,55833.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,1.0,4435.0,,,,,746431
YmUw7jyJ,2024-09-21,QRIS,Life Cat Pouch Dus,Makanan Kucing,10,108000,Life Cat Tofu - Mango,Makanan Kucing,6,55833,Life Cat Can - Kitten Tuna,Makanan Kucing,2.0,12000.0,Mainan Kucing ScratchPad,Mainan Kucing,4.0,25000.0,,,,,1538998
7HBWa61F,2024-05-03,QRIS,Mainan Kucing ScratchPad,Mainan Kucing,4,25000,Life Cat Pouch Dus,Makanan Kucing,4,108000,,,,,,,,,,,,,532000
2BHkfszt,2024-09-07,Transfer Bank,Life Cat Pouch Dus,Makanan Kucing,8,108000,Mainan Kucing ScratchPad,Mainan Kucing,4,25000,,,,,,,,,,,,,964000
Vgg7BLG9,2024-06-25,QRIS,Life Cat Can - Tuna,Makanan Kucing,7,11000,Life Cat Can - Kitten Tuna,Makanan Kucing,6,12000,,,,,,,,,,,,,149000
p6w9I1P5,2024-09-17,Transfer Bank,Life Cat Can - Kitten Tuna,Makanan Kucing,1,12000,Life Cat Pouch - Chicken adult,Makanan Kucing,1,4435,Makanan Ikan Gupi,Makanan Ikan,5.0,35000.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,4.0,4453.0,Life Cat Pouch Dus,Makanan Kucing,5.0,108000.0,749247
NpCC6h3Y,2024-04-21,Cash,Mainan Kucing ScratchPad,Mainan Kucing,3,25000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,5,4500,Life Cat Tofu - Mango,Makanan Kucing,10.0,55833.0,Life Cat Can - Kitten Tuna,Makanan Kucing,2.0,12000.0,Mainan Anjing Kong,Mainan Anjing,5.0,20000.0,779830
m5dNxEu9,2024-07-05,Transfer Bank,Life Cat Tofu - Macha,Makanan Kucing,5,55833,Life Cat Can - Tuna,Makanan Kucing,10,11000,Life Cat Can - Chicken & Salmon,Makanan Kucing,8.0,12000.0,,,,,,,,,485165
9yzf1qYb,2024-02-10,Cash,Life Cat Tofu - Mango,Makanan Kucing,1,55833,Life Cat Can - Kitten Tuna,Makanan Kucing,4,12000,Makanan Ikan Gupi,Makanan Ikan,7.0,35000.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,9.0,4435.0,Life Cat Tofu - Macha,Makanan Kucing,6.0,55833.0,723746
rjUv5SRD,2024-02-14,QRIS,Mainan Anjing Kong,Mainan Anjing,7,20000,Life Cat Tofu - Mango,Makanan Kucing,7,55833,Life Cat Pouch - Chicken adult,Makanan Kucing,6.0,4435.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,1.0,4435.0,,,,,561876
ycw88kTI,2024-06-13,Cash,Mainan Kucing ScratchPad,Mainan Kucing,7,25000,Mainan Anjing Kong,Mainan Anjing,8,20000,,,,,,,,,,,,,335000
toHwMj79,2024-09-18,Cash,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4,4435,Life Cat Can - Chicken & Salmon,Makanan Kucing,9,12000,,,,,,,,,,,,,125740
ZO9x65jQ,2024-09-21,Cash,Life Cat Can - Chicken & Salmon,Makanan Kucing,9,12000,Life Cat Tofu - Mango,Makanan Kucing,4,55833,,,,,,,,,,,,,331332
Md6fKWG4,2024-11-27,QRIS,Life Cat Pouch - Chicken adult,Makanan Kucing,4,4435,Mainan Kucing ScratchPad,Mainan Kucing,2,25000,Life Cat Can - Tuna,Makanan Kucing,2.0,11000.0,,,,,,,,,89740
SqwDHdfs,2024-05-09,Cash,Life Cat Can - Tuna,Makanan Kucing,6,11000,Life Cat Can - Kitten Tuna,Makanan Kucing,4,12000,Mainan Anjing Kong,Mainan Anjing,10.0,20000.0,,,,,,,,,314000
wrMs2dJ2,2024-04-08,Cash,Life Cat Can - Tuna,Makanan Kucing,10,11000,Mainan Anjing Kong,Mainan Anjing,4,20000,Mainan Kucing ScratchPad,Mainan Kucing,9.0,25000.0,Makanan Kucing Whiskas,Makanan Kucing,3.0,45000.0,,,,,550000
glpkl7R1,2024-05-07,Cash,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,6,4500,Makanan Anjing Purina,Makanan Anjing,6,50000,Life Cat Pouch Dus,Makanan Kucing,5.0,108000.0,Life Cat Can - Kitten Salmon,Makanan Kucing,3.0,12024.0,Mainan Anjing Kong,Mainan Anjing,7.0,20000.0,1043072
pIHOhNJJ,2024-07-21,Cash,Mainan Kucing ScratchPad,Mainan Kucing,7,25000,Life Cat Pouch - Chicken adult,Makanan Kucing,10,4435,Life Cat Can - Kitten Tuna,Makanan Kucing,9.0,12000.0,,,,,,,,,327350
x7H5Mr4b,2024-02-01,QRIS,Life Cat Tofu - Mango,Makanan Kucing,8,55833,Mainan Anjing Kong,Mainan Anjing,2,20000,,,,,,,,,,,,,486664
80yLMQ8V,2024-09-03,Cash,Life Cat Can - Chicken & Salmon,Makanan Kucing,5,12000,Life Cat Pouch - Salmon Adult,Makanan Kucing,9,4453,,,,,,,,,,,,,100077
6EAZFaM2,2024-11-22,Transfer Bank,Life Cat Pouch - Kitten Tuna,Makanan Kucing,2,4435,Life Cat Can - Chicken & Salmon,Makanan Kucing,4,12000,Mainan Anjing Kong,Mainan Anjing,2.0,20000.0,Makanan Ikan Gupi,Makanan Ikan,3.0,35000.0,Life Cat Tofu - Macha,Makanan Kucing,7.0,55833.0,592701
tGeY1J1k,2024-08-13,QRIS,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,5,4500,Life Cat Can - Kitten Tuna,Makanan Kucing,1,12000,Life Cat Can - Tuna,Makanan Kucing,7.0,11000.0,,,,,,,,,111500
1iLzZNZK,2024-03-12,Transfer Bank,Life Cat Can - Tuna,Makanan Kucing,5,11000,Life Cat Pouch - Chicken adult,Makanan Kucing,5,4435,Life Cat Can - Kitten Salmon,Makanan Kucing,6.0,12024.0,,,,,,,,,149319
qKfHwtBd,2024-02-02,Cash,Life Cat Pouch - Kitten Tuna,Makanan Kucing,2,4435,Life Cat Pouch - Chicken adult,Makanan Kucing,9,4435,Makanan Anjing Purina,Makanan Anjing,10.0,50000.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4.0,4435.0,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,9.0,4500.0,607025
oQG26tJj,2024-11-01,Transfer Bank,Mainan Kucing ScratchPad,Mainan Kucing,3,25000,Life Cat Pouch Dus,Makanan Kucing,2,108000,,,,,,,,,,,,,291000
JEa0K3jt,2024-01-26,Transfer Bank,Life Cat Pouch Dus,Makanan Kucing,1,108000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,5,4435,,,,,,,,,,,,,130175
qb6ZSu12,2024-05-23,QRIS,Makanan Anjing Purina,Makanan Anjing,1,50000,Life Cat Can - Kitten Salmon,Makanan Kucing,8,12024,,,,,,,,,,,,,146192
4hrGrq4q,2024-05-06,QRIS,Life Cat Pouch - Salmon Adult,Makanan Kucing,5,4453,Life Cat Pouch - Kitten Tuna,Makanan Kucing,5,4435,Makanan Anjing Purina,Makanan Anjing,6.0,50000.0,Life Cat Pouch - Chicken adult,Makanan Kucing,8.0,4435.0,,,,,379920
dI6DDpML,2024-02-27,Cash,Life Cat Can - Kitten Tuna,Makanan Kucing,5,12000,Life Cat Pouch - Salmon Adult,Makanan Kucing,1,4453,Life Cat Tofu - Mango,Makanan Kucing,5.0,55833.0,,,,,,,,,343618
fvfrpfP8,2024-12-23,Cash,Life Cat Can - Chicken & Salmon,Makanan Kucing,2,12000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,5,4435,Makanan Anjing Purina,Makanan Anjing,3.0,50000.0,Life Cat Tofu - Mango,Makanan Kucing,7.0,55833.0,,,,,587006
yv0JdCv7,2024-05-12,Cash,Life Cat Can - Tuna,Makanan Kucing,4,11000,Life Cat Can - Chicken & Salmon,Makanan Kucing,7,12000,Mainan Kucing ScratchPad,Mainan Kucing,4.0,25000.0,Makanan Kucing Whiskas,Makanan Kucing,8.0,45000.0,,,,,588000
vrqgbKI3,2024-06-25,QRIS,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,7,4500,Makanan Ikan Gupi,Makanan Ikan,7,35000,Mainan Anjing Kong,Mainan Anjing,7.0,20000.0,Mainan Kucing ScratchPad,Mainan Kucing,6.0,25000.0,Life Cat Pouch Dus,Makanan Kucing,2.0,108000.0,782500
