ID Transaksi,Tanggal Transaksi,Nama Barang,Kategori,Jumlah Terjual,Harga Satuan,Total Harga,Metode Pembayaran
TX-20240112-004,2024-01-12,"Kong Classic Dog Chew Toy, Kong Puppy Teething Stick","Mainan, Mainan","10, 4","13000, 13000","130000, 52000",Transfer
TX-20240514-003,2024-05-14,"Kong Classic Dog Chew Toy, Life Cat Can - Kitten Salmon","Mainan, Makanan","9, 4","12000, 4500","108000, 18000",Transfer
TX-20240122-006,2024-01-22,"Life Cat Pouch - Salmon Adult, Kong Classic Dog Chew Toy","Makanan, Mainan","10, 1","12000, 25000","120000, 25000",Transfer
TX-20240604-005,2024-06-04,"Beaphar Ear Cleaner for Dogs & Cats, Life Cat Pouch - Kitten Tuna, Life Cat Pouch Dus","Obat Hewan, Makanan, Makanan","8, 6, 9","13000, 25000, 4500","104000, 150000, 40500",QRIS
TX-20240306-003,2024-03-06,Life Cat Pouch Dus,Makanan,5,25000,125000,QRIS
TX-20241030-004,2024-10-30,Drontal Cat Dewormer,Obat Hewan,5,13000,65000,Transfer
TX-20240331-010,2024-03-31,"Beaphar Ear Cleaner for Dogs & Cats, Trixie Cat Laser Pointer","Obat Hewan, Mainan","10, 6","25000, 30000","250000, 180000",Transfer
TX-20240226-002,2024-02-26,"Kong Classic Dog Chew Toy, Trixie Cat Scratching Post","Mainan, Mainan","5, 1","20000, 20000","100000, 20000",QRIS
TX-20240418-003,2024-04-18,"Life Cat Pouch - Chicken Adult, Life Cat Can - Chicken","Makanan, Makanan","3, 5","25000, 13000","75000, 65000",Tunai
TX-20240716-003,2024-07-16,"Life Cat Tofu - Mango, Trixie Cat Tunnel, Life Cat Pouch Dus","Makanan, Mainan, Makanan","10, 3, 5","20000, 25000, 20000","200000, 75000, 100000",QRIS
TX-20240617-004,2024-06-17,"Life Cat Can - Kitten Tuna, Life Cat Pouch - Salmon Adult","Makanan, Makanan","4, 6","13000, 12000","52000, 72000",Tunai
TX-20240716-004,2024-07-16,Life Cat Pouch - Kitten Chicken,Makanan,6,4500,27000,QRIS
TX-20240823-003,2024-08-23,Life Cat Tofu - Mango,Makanan,4,30000,120000,QRIS
TX-20240908-003,2024-09-08,Life Cat Pouch - Salmon Adult,Makanan,9,25000,225000,Tunai
TX-20240806-005,2024-08-06,"Seresto Flea and Tick Collar for Dogs, Life Cat Pouch - Kitten Chicken, Life Cat Can - Kitten Salmon","Obat Hewan, Makanan, Makanan","5, 10, 10","30000, 30000, 20000","150000, 300000, 200000",Tunai
TX-20240904-001,2024-09-04,"Life Cat Pouch - Chicken Adult, Life Cat Pouch - Kitten Tuna, Life Cat Pouch Dus","Makanan, Makanan, Makanan","5, 3, 2","30000, 12000, 25000","150000, 36000, 50000",QRIS
TX-20240725-002,2024-07-25,Life Cat Tofu - Macha,Makanan,9,12000,108000,Tunai
TX-20240210-002,2024-02-10,Life Cat Pouch - Kitten Chicken,Makanan,2,30000,60000,QRIS
TX-20240428-004,2024-04-28,"Nutri-Vet Multivitamin Chewable, Life Cat Pouch - Chicken Adult","Obat Hewan, Makanan","7, 5","30000, 12000","210000, 60000",Transfer
TX-20240107-006,2024-01-07,"Life Cat Can - Chicken, EzyDog Chest Plate Harness for Dogs","Makanan, Aksesoris","9, 9","13000, 20000","117000, 180000",Transfer
TX-20240104-004,2024-01-04,"Frontline Plus Flea & Tick Treatment, Nutri-Vet Multivitamin Chewable","Obat Hewan, Obat Hewan","4, 6","30000, 30000","120000, 180000",Transfer
TX-20240528-002,2024-05-28,Nutri-Vet Multivitamin Chewable,Obat Hewan,2,20000,40000,QRIS
TX-20240422-006,2024-04-22,"Life Cat Can - Kitten Tuna, Beaphar Ear Cleaner for Dogs & Cats, Kong Classic Dog Chew Toy","Makanan, Obat Hewan, Mainan","8, 9, 1","25000, 30000, 12000","200000, 270000, 12000",Tunai
TX-20240712-004,2024-07-12,"Life Cat Tofu - Mango, Trixie Cat Tunnel, Rogz Utility Dog Leash - Medium","Makanan, Mainan, Aksesoris","9, 7, 9","25000, 4500, 4500","225000, 31500, 40500",QRIS
TX-20240225-003,2024-02-25,"Life Cat Can - Chicken, Life Cat Pouch - Kitten Tuna","Makanan, Makanan","10, 9","20000, 13000","200000, 117000",Transfer
TX-20240523-001,2024-05-23,"EzyDog Chest Plate Harness for Dogs, Trixie Cat Tunnel, Frontline Plus Flea & Tick Treatment","Aksesoris, Mainan, Obat Hewan","10, 7, 2","4500, 13000, 30000","45000, 91000, 60000",Transfer
TX-20240110-008,2024-01-10,Seresto Flea and Tick Collar for Dogs,Obat Hewan,8,13000,104000,Transfer
TX-20240822-003,2024-08-22,"Kong Puppy Teething Stick, Beaphar Ear Cleaner for Dogs & Cats","Mainan, Obat Hewan","10, 10","13000, 25000","130000, 250000",Tunai
TX-20240430-005,2024-04-30,"Trixie Cat Tunnel, Life Cat Pouch - Kitten Tuna, Life Cat Pouch Dus","Mainan, Makanan, Makanan","3, 4, 1","4500, 25000, 4500","13500, 100000, 4500",Tunai
TX-20240918-003,2024-09-18,Life Cat Pouch Dus,Makanan,8,25000,200000,Tunai
TX-20240918-004,2024-09-18,"Life Cat Pouch - Chicken Adult, Life Cat Pouch - Salmon Adult","Makanan, Makanan","1, 8","30000, 30000","30000, 240000",Tunai
TX-20240329-004,2024-03-29,"Life Cat Pouch Dus, Life Cat Tofu - Mango","Makanan, Makanan","6, 4","30000, 13000","180000, 52000",QRIS
TX-20240805-004,2024-08-05,Life Cat Pouch - Salmon Adult,Makanan,8,25000,200000,QRIS
TX-20240418-004,2024-04-18,"Drontal Cat Dewormer, Rogz Utility Dog Leash - Medium","Obat Hewan, Aksesoris","4, 10","4500, 25000","18000, 250000",Transfer
TX-20240802-005,2024-08-02,"Life Cat Can - Chicken, Trixie Cat Laser Pointer","Makanan, Mainan","4, 4","25000, 12000","100000, 48000",Transfer
TX-20240909-004,2024-09-09,Life Cat Pouch - Kitten Tuna,Makanan,9,4500,40500,Tunai
TX-20240114-001,2024-01-14,"Beaphar Ear Cleaner for Dogs & Cats, Life Cat Can - Chicken","Obat Hewan, Makanan","9, 10","4500, 12000","40500, 120000",Transfer
TX-20240729-002,2024-07-29,Life Cat Pouch Dus,Makanan,6,13000,78000,Tunai
TX-20240510-001,2024-05-10,"Life Cat Can - Chicken, Life Cat Pouch - Kitten Salmon, Nutri-Vet Multivitamin Chewable","Makanan, Makanan, Obat Hewan","10, 9, 10","13000, 4500, 20000","130000, 40500, 200000",QRIS
TX-20241019-003,2024-10-19,"Kong Puppy Teething Stick, Beaphar Ear Cleaner for Dogs & Cats","Mainan, Obat Hewan","5, 8","20000, 12000","100000, 96000",Transfer
TX-20241108-004,2024-11-08,Life Cat Can - Tuna,Makanan,8,25000,200000,Tunai
TX-20240905-003,2024-09-05,"EzyDog Chest Plate Harness for Dogs, Life Cat Pouch - Kitten Salmon, Life Cat Can - Chicken","Aksesoris, Makanan, Makanan","2, 3, 5","30000, 12000, 30000","60000, 36000, 150000",Tunai
TX-20240720-003,2024-07-20,"EzyDog Chest Plate Harness for Dogs, Kong Puppy Teething Stick","Aksesoris, Mainan","1, 1","13000, 30000","13000, 30000",QRIS
TX-20241120-004,2024-11-20,Drontal Cat Dewormer,Obat Hewan,5,25000,125000,Transfer
TX-20240204-003,2024-02-04,"Rogz Utility Dog Leash - Medium, Life Cat Can - Kitten Salmon, Drontal Cat Dewormer","Aksesoris, Makanan, Obat Hewan","2, 9, 7","25000, 13000, 20000","50000, 117000, 140000",Transfer
TX-20240414-001,2024-04-14,Life Cat Pouch - Kitten Chicken,Makanan,5,30000,150000,Transfer
TX-20240513-003,2024-05-13,"Life Cat Pouch - Kitten Salmon, Life Cat Pouch - Salmon Adult","Makanan, Makanan","6, 3","4500, 13000","27000, 39000",QRIS
TX-20240611-005,2024-06-11,Trixie Cat Tunnel,Mainan,7,25000,175000,Tunai
TX-20240309-005,2024-03-09,"Frontline Plus Flea & Tick Treatment, Life Cat Pouch - Kitten Tuna, Life Cat Tofu - Mango","Obat Hewan, Makanan, Makanan","1, 3, 4","20000, 13000, 20000","20000, 39000, 80000",Transfer
TX-20241022-004,2024-10-22,"Life Cat Pouch - Kitten Chicken, Life Cat Pouch - Chicken Adult, Nutri-Vet Multivitamin Chewable","Makanan, Makanan, Obat Hewan","2, 1, 6","20000, 12000, 4500","40000, 12000, 27000",QRIS
TX-20240131-002,2024-01-31,"Life Cat Pouch - Chicken Adult, Life Cat Can - Kitten Salmon","Makanan, Makanan","6, 9","13000, 25000","78000, 225000",QRIS
TX-20240919-001,2024-09-19,"Life Cat Pouch Dus, EzyDog Chest Plate Harness for Dogs, Life Cat Can - Tuna","Makanan, Aksesoris, Makanan","7, 9, 4","13000, 20000, 25000","91000, 180000, 100000",Tunai
TX-20241201-003,2024-12-01,"Beaphar Ear Cleaner for Dogs & Cats, Drontal Cat Dewormer, Life Cat Tofu - Mango","Obat Hewan, Obat Hewan, Makanan","4, 3, 2","4500, 4500, 13000","18000, 13500, 26000",Transfer
TX-20241118-001,2024-11-18,"Life Cat Pouch - Kitten Chicken, Life Cat Pouch - Kitten Tuna","Makanan, Makanan","6, 5","20000, 30000","120000, 150000",QRIS
TX-20240709-001,2024-07-09,Nutri-Vet Multivitamin Chewable,Obat Hewan,7,20000,140000,Tunai
TX-20240801-002,2024-08-01,"Life Cat Pouch Dus, Life Cat Can - Tuna","Makanan, Makanan","6, 3","25000, 13000","150000, 39000",QRIS
TX-20241003-003,2024-10-03,Life Cat Can - Kitten Salmon,Makanan,4,12000,48000,QRIS
TX-20240513-004,2024-05-13,Trixie Cat Tunnel,Mainan,4,4500,18000,Transfer
TX-20241110-005,2024-11-10,"Life Cat Pouch - Chicken Tuna Adult, Life Cat Pouch - Kitten Tuna","Makanan, Makanan","6, 2","4500, 12000","27000, 24000",QRIS
TX-20240214-004,2024-02-14,"Life Cat Can - Tuna, Drontal Cat Dewormer, Trixie Cat Laser Pointer","Makanan, Obat Hewan, Mainan","2, 10, 4","4500, 12000, 13000","9000, 120000, 52000",Tunai
TX-20240228-003,2024-02-28,Rogz Utility Dog Leash - Medium,Aksesoris,2,4500,9000,Transfer
TX-20240929-003,2024-09-29,"Life Cat Pouch - Chicken Adult, Life Cat Pouch - Kitten Chicken, Seresto Flea and Tick Collar for Dogs","Makanan, Makanan, Obat Hewan","1, 5, 9","30000, 30000, 25000","30000, 150000, 225000",Tunai
TX-20240624-005,2024-06-24,"Life Cat Can - Tuna, Life Cat Pouch - Kitten Chicken","Makanan, Makanan","3, 2","13000, 30000","39000, 60000",Tunai
TX-20240618-007,2024-06-18,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,6,4500,27000,Tunai
TX-20241001-002,2024-10-01,Drontal Cat Dewormer,Obat Hewan,5,13000,65000,Transfer
TX-20240131-003,2024-01-31,"Trixie Cat Scratching Post, Life Cat Pouch - Kitten Tuna, Life Cat Pouch - Kitten Chicken","Mainan, Makanan, Makanan","7, 2, 9","30000, 20000, 13000","210000, 40000, 117000",QRIS
TX-20240205-006,2024-02-05,"Drontal Cat Dewormer, EzyDog Chest Plate Harness for Dogs, Trixie Cat Laser Pointer","Obat Hewan, Aksesoris, Mainan","5, 8, 4","13000, 20000, 30000","65000, 160000, 120000",Tunai
TX-20240608-002,2024-06-08,"Life Cat Can - Kitten Salmon, Life Cat Pouch - Kitten Tuna, EzyDog Chest Plate Harness for Dogs","Makanan, Makanan, Aksesoris","5, 3, 10","30000, 25000, 12000","150000, 75000, 120000",Tunai
TX-20240624-006,2024-06-24,Life Cat Pouch - Chicken Tuna Adult,Makanan,4,4500,18000,Tunai
TX-20240516-003,2024-05-16,"Trixie Cat Scratching Post, Life Cat Pouch - Kitten Tuna, Beaphar Ear Cleaner for Dogs & Cats","Mainan, Makanan, Obat Hewan","1, 2, 4","20000, 30000, 20000","20000, 60000, 80000",Transfer
TX-20240502-006,2024-05-02,"Life Cat Pouch - Kitten Salmon, Seresto Flea and Tick Collar for Dogs, Life Cat Can - Tuna","Makanan, Obat Hewan, Makanan","4, 10, 1","13000, 20000, 25000","52000, 200000, 25000",QRIS
TX-20240908-004,2024-09-08,Life Cat Pouch - Chicken Adult,Makanan,1,13000,13000,Transfer
TX-20240211-004,2024-02-11,"Life Cat Can - Tuna, Nutri-Vet Multivitamin Chewable, Life Cat Pouch Dus","Makanan, Obat Hewan, Makanan","8, 5, 2","12000, 20000, 25000","96000, 100000, 50000",Transfer
TX-20240207-003,2024-02-07,"Life Cat Pouch - Chicken Adult, Drontal Cat Dewormer","Makanan, Obat Hewan","4, 2","20000, 12000","80000, 24000",Transfer
TX-20240215-004,2024-02-15,"Life Cat Pouch - Chicken Adult, Kong Puppy Teething Stick, Life Cat Tofu - Macha","Makanan, Mainan, Makanan","6, 2, 6","25000, 4500, 12000","150000, 9000, 72000",Tunai
TX-20241004-004,2024-10-04,"Kong Classic Dog Chew Toy, Frontline Plus Flea & Tick Treatment, Life Cat Pouch - Chicken Adult","Mainan, Obat Hewan, Makanan","5, 1, 8","12000, 12000, 4500","60000, 12000, 36000",Tunai
TX-20240807-005,2024-08-07,"Life Cat Pouch - Chicken Adult, Trixie Cat Laser Pointer, EzyDog Chest Plate Harness for Dogs","Makanan, Mainan, Aksesoris","2, 5, 3","25000, 30000, 20000","50000, 150000, 60000",QRIS
TX-20240923-004,2024-09-23,Nutri-Vet Multivitamin Chewable,Obat Hewan,10,30000,300000,Transfer
TX-20240414-002,2024-04-14,"Life Cat Can - Kitten Tuna, Life Cat Pouch - Kitten Salmon","Makanan, Makanan","9, 7","25000, 30000","225000, 210000",Transfer
TX-20240420-005,2024-04-20,"Rogz Utility Dog Leash - Medium, Life Cat Pouch - Kitten Chicken","Aksesoris, Makanan","5, 1","12000, 30000","60000, 30000",Tunai
TX-20240521-005,2024-05-21,"Life Cat Can - Chicken, Trixie Cat Tunnel","Makanan, Mainan","1, 6","13000, 20000","13000, 120000",QRIS
TX-20241113-004,2024-11-13,"Life Cat Tofu - Macha, Drontal Cat Dewormer, Kong Puppy Teething Stick","Makanan, Obat Hewan, Mainan","5, 8, 7","4500, 12000, 13000","22500, 96000, 91000",Tunai
TX-20240708-004,2024-07-08,"Kong Puppy Teething Stick, Trixie Cat Scratching Post","Mainan, Mainan","10, 9","12000, 12000","120000, 108000",Transfer
TX-20240315-001,2024-03-15,Life Cat Pouch - Chicken Adult,Makanan,10,13000,130000,Transfer
TX-20240214-005,2024-02-14,Life Cat Tofu - Mango,Makanan,7,13000,91000,Tunai
TX-20240727-002,2024-07-27,"Life Cat Pouch - Kitten Chicken, Trixie Cat Laser Pointer","Makanan, Mainan","4, 10","4500, 25000","18000, 250000",Tunai
TX-20240218-006,2024-02-18,"Kong Puppy Teething Stick, Beaphar Ear Cleaner for Dogs & Cats","Mainan, Obat Hewan","9, 4","13000, 25000","117000, 100000",Tunai
TX-20240413-006,2024-04-13,"Life Cat Tofu - Macha, Life Cat Can - Kitten Salmon, Trixie Cat Tunnel","Makanan, Makanan, Mainan","9, 10, 3","25000, 13000, 20000","225000, 130000, 60000",QRIS
TX-20240619-003,2024-06-19,"Trixie Cat Scratching Post, Kong Classic Dog Chew Toy, Life Cat Can - Kitten Tuna","Mainan, Mainan, Makanan","5, 10, 3","13000, 13000, 13000","65000, 130000, 39000",QRIS
TX-20240404-002,2024-04-04,"Life Cat Pouch - Kitten Salmon, Life Cat Pouch - Salmon Adult, Life Cat Tofu - Macha","Makanan, Makanan, Makanan","5, 10, 7","13000, 4500, 4500","65000, 45000, 31500",QRIS
TX-20240927-003,2024-09-27,"Drontal Cat Dewormer, Life Cat Pouch - Chicken Tuna Adult","Obat Hewan, Makanan","4, 4","30000, 25000","120000, 100000",QRIS
TX-20241123-003,2024-11-23,"Trixie Cat Scratching Post, Drontal Cat Dewormer","Mainan, Obat Hewan","1, 10","13000, 20000","13000, 200000",QRIS
TX-20240807-006,2024-08-07,Life Cat Can - Chicken,Makanan,6,13000,78000,QRIS
TX-20240802-006,2024-08-02,"Rogz Utility Dog Leash - Medium, Life Cat Pouch - Chicken Tuna Adult, Life Cat Tofu - Mango","Aksesoris, Makanan, Makanan","3, 6, 5","4500, 30000, 20000","13500, 180000, 100000",QRIS
TX-20241121-004,2024-11-21,"Kong Puppy Teething Stick, Life Cat Can - Kitten Salmon, Life Cat Can - Kitten Tuna","Mainan, Makanan, Makanan","8, 10, 10","4500, 25000, 4500","36000, 250000, 45000",Transfer
TX-20240324-006,2024-03-24,"Nutri-Vet Multivitamin Chewable, EzyDog Chest Plate Harness for Dogs, Kong Puppy Teething Stick","Obat Hewan, Aksesoris, Mainan","10, 10, 5","20000, 12000, 25000","200000, 120000, 125000",Transfer
TX-20240819-004,2024-08-19,Life Cat Can - Kitten Tuna,Makanan,6,20000,120000,QRIS
TX-20241030-005,2024-10-30,"Rogz Utility Dog Leash - Medium, Life Cat Tofu - Mango","Aksesoris, Makanan","9, 10","4500, 25000","40500, 250000",Transfer
TX-20241023-005,2024-10-23,"Life Cat Pouch - Chicken Tuna Adult, Life Cat Pouch - Kitten Tuna","Makanan, Makanan","5, 5","13000, 12000","65000, 60000",Tunai
TX-20240516-004,2024-05-16,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,6,30000,180000,Tunai
TX-20240601-004,2024-06-01,"Drontal Cat Dewormer, Trixie Cat Laser Pointer, Life Cat Pouch - Chicken Adult","Obat Hewan, Mainan, Makanan","4, 5, 3","13000, 12000, 13000","52000, 60000, 39000",QRIS
TX-20241113-005,2024-11-13,"Rogz Utility Dog Leash - Medium, Beaphar Ear Cleaner for Dogs & Cats","Aksesoris, Obat Hewan","1, 2","13000, 12000","13000, 24000",QRIS
TX-20240117-004,2024-01-17,"Life Cat Can - Kitten Tuna, Life Cat Pouch - Kitten Salmon","Makanan, Makanan","10, 10","12000, 20000","120000, 200000",Transfer
TX-20241021-006,2024-10-21,Trixie Cat Laser Pointer,Mainan,8,12000,96000,Tunai
TX-20241114-003,2024-11-14,"Life Cat Pouch - Kitten Salmon, Life Cat Tofu - Macha, Beaphar Ear Cleaner for Dogs & Cats","Makanan, Makanan, Obat Hewan","4, 1, 7","13000, 12000, 4500","52000, 12000, 31500",Tunai
TX-20240930-004,2024-09-30,"Life Cat Pouch - Kitten Chicken, Life Cat Pouch - Kitten Salmon","Makanan, Makanan","1, 2","13000, 4500","13000, 9000",Transfer
TX-20240803-003,2024-08-03,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,9,30000,270000,QRIS
TX-20240725-003,2024-07-25,"Trixie Cat Scratching Post, Life Cat Pouch - Chicken Adult, Rogz Utility Dog Leash - Medium","Mainan, Makanan, Aksesoris","10, 3, 10","25000, 4500, 25000","250000, 13500, 250000",Tunai
TX-20241016-004,2024-10-16,Rogz Utility Dog Leash - Medium,Aksesoris,9,20000,180000,Tunai
TX-20240223-001,2024-02-23,"Frontline Plus Flea & Tick Treatment, Life Cat Can - Kitten Salmon, Trixie Cat Tunnel","Obat Hewan, Makanan, Mainan","2, 4, 9","25000, 4500, 20000","50000, 18000, 180000",Tunai
TX-20241019-004,2024-10-19,"Drontal Cat Dewormer, Life Cat Pouch - Kitten Salmon","Obat Hewan, Makanan","2, 2","30000, 20000","60000, 40000",QRIS
TX-20240512-002,2024-05-12,"Life Cat Pouch - Kitten Chicken, Trixie Cat Scratching Post, Life Cat Pouch Dus","Makanan, Mainan, Makanan","8, 2, 6","4500, 25000, 4500","36000, 50000, 27000",Transfer
TX-20240918-005,2024-09-18,Life Cat Pouch - Kitten Salmon,Makanan,3,4500,13500,QRIS
TX-20240401-002,2024-04-01,"Seresto Flea and Tick Collar for Dogs, Life Cat Pouch Dus, Trixie Cat Laser Pointer","Obat Hewan, Makanan, Mainan","1, 10, 7","4500, 13000, 20000","4500, 130000, 140000",Tunai
TX-20240531-011,2024-05-31,"Nutri-Vet Multivitamin Chewable, Life Cat Tofu - Macha","Obat Hewan, Makanan","9, 8","30000, 13000","270000, 104000",Tunai
TX-20240728-004,2024-07-28,"Life Cat Pouch - Chicken Tuna Adult, Life Cat Pouch Dus, Beaphar Ear Cleaner for Dogs & Cats","Makanan, Makanan, Obat Hewan","7, 7, 3","12000, 13000, 4500","84000, 91000, 13500",Transfer
TX-20241009-005,2024-10-09,Life Cat Pouch - Kitten Salmon,Makanan,10,4500,45000,Tunai
TX-20240307-002,2024-03-07,EzyDog Chest Plate Harness for Dogs,Aksesoris,6,20000,120000,QRIS
TX-20240206-002,2024-02-06,"Life Cat Can - Kitten Salmon, Life Cat Pouch - Kitten Tuna","Makanan, Makanan","5, 6","4500, 30000","22500, 180000",QRIS
TX-20240103-006,2024-01-03,"Frontline Plus Flea & Tick Treatment, Life Cat Pouch - Chicken Tuna Adult, Life Cat Pouch - Kitten Salmon","Obat Hewan, Makanan, Makanan","7, 10, 3","20000, 25000, 25000","140000, 250000, 75000",Transfer
TX-20240203-004,2024-02-03,"Life Cat Pouch - Chicken Adult, Kong Classic Dog Chew Toy, EzyDog Chest Plate Harness for Dogs","Makanan, Mainan, Aksesoris","6, 9, 9","25000, 4500, 25000","150000, 40500, 225000",Transfer
TX-20241027-004,2024-10-27,"Life Cat Pouch - Chicken Adult, Life Cat Pouch Dus","Makanan, Makanan","8, 8","13000, 4500","104000, 36000",Tunai
TX-20240314-006,2024-03-14,"Kong Classic Dog Chew Toy, Trixie Cat Scratching Post, Life Cat Can - Kitten Tuna","Mainan, Mainan, Makanan","6, 10, 9","20000, 20000, 30000","120000, 200000, 270000",QRIS
TX-20240527-005,2024-05-27,"Frontline Plus Flea & Tick Treatment, Life Cat Pouch - Kitten Tuna","Obat Hewan, Makanan","6, 5","13000, 25000","78000, 125000",Tunai
TX-20240825-003,2024-08-25,"Life Cat Can - Tuna, Kong Puppy Teething Stick, Trixie Cat Laser Pointer","Makanan, Mainan, Mainan","3, 8, 9","4500, 20000, 13000","13500, 160000, 117000",QRIS
TX-20240719-003,2024-07-19,"Kong Puppy Teething Stick, Drontal Cat Dewormer, Life Cat Can - Chicken","Mainan, Obat Hewan, Makanan","3, 7, 7","25000, 13000, 20000","75000, 91000, 140000",Tunai
TX-20240616-003,2024-06-16,"Rogz Utility Dog Leash - Medium, Life Cat Tofu - Mango, EzyDog Chest Plate Harness for Dogs","Aksesoris, Makanan, Aksesoris","2, 2, 9","25000, 25000, 4500","50000, 50000, 40500",Transfer
TX-20240610-004,2024-06-10,Drontal Cat Dewormer,Obat Hewan,7,20000,140000,QRIS
TX-20240729-003,2024-07-29,"Kong Puppy Teething Stick, Life Cat Pouch - Salmon Adult, Kong Classic Dog Chew Toy","Mainan, Makanan, Mainan","1, 5, 7","13000, 13000, 25000","13000, 65000, 175000",QRIS
TX-20240818-006,2024-08-18,"Life Cat Pouch - Chicken Adult, Frontline Plus Flea & Tick Treatment, Life Cat Tofu - Mango","Makanan, Obat Hewan, Makanan","2, 2, 4","30000, 20000, 4500","60000, 40000, 18000",Tunai
TX-20241208-006,2024-12-08,EzyDog Chest Plate Harness for Dogs,Aksesoris,7,13000,91000,Transfer
TX-20241009-006,2024-10-09,"Life Cat Can - Chicken, Life Cat Pouch - Kitten Salmon","Makanan, Makanan","7, 9","4500, 13000","31500, 117000",Tunai
TX-20240505-004,2024-05-05,"Life Cat Pouch - Chicken Tuna Adult, Life Cat Pouch - Kitten Tuna","Makanan, Makanan","8, 2","30000, 25000","240000, 50000",QRIS
TX-20240722-005,2024-07-22,Life Cat Can - Kitten Salmon,Makanan,9,30000,270000,QRIS
TX-20240223-002,2024-02-23,"Life Cat Tofu - Macha, Life Cat Pouch Dus, Life Cat Can - Chicken","Makanan, Makanan, Makanan","2, 3, 10","12000, 4500, 30000","24000, 13500, 300000",QRIS
TX-20240615-005,2024-06-15,"Life Cat Can - Chicken, Life Cat Tofu - Macha, Life Cat Pouch - Chicken Tuna Adult","Makanan, Makanan, Makanan","2, 7, 7","4500, 20000, 20000","9000, 140000, 140000",Transfer
TX-20240110-009,2024-01-10,Kong Classic Dog Chew Toy,Mainan,1,25000,25000,Tunai
TX-20240221-004,2024-02-21,"Life Cat Pouch - Kitten Salmon, Drontal Cat Dewormer","Makanan, Obat Hewan","8, 1","12000, 4500","96000, 4500",Tunai
TX-20240514-004,2024-05-14,"Seresto Flea and Tick Collar for Dogs, Trixie Cat Tunnel, Drontal Cat Dewormer","Obat Hewan, Mainan, Obat Hewan","5, 9, 1","13000, 13000, 4500","65000, 117000, 4500",Tunai
TX-20240630-003,2024-06-30,"Life Cat Pouch - Salmon Adult, Life Cat Pouch - Chicken Adult, Beaphar Ear Cleaner for Dogs & Cats","Makanan, Makanan, Obat Hewan","2, 7, 1","13000, 12000, 20000","26000, 84000, 20000",QRIS
TX-20240204-004,2024-02-04,"Life Cat Pouch - Chicken Tuna Adult, Beaphar Ear Cleaner for Dogs & Cats, Life Cat Pouch - Kitten Chicken","Makanan, Obat Hewan, Makanan","7, 3, 6","12000, 20000, 25000","84000, 60000, 150000",Transfer
TX-20240308-005,2024-03-08,Nutri-Vet Multivitamin Chewable,Obat Hewan,1,20000,20000,QRIS
TX-20240402-003,2024-04-02,"Life Cat Pouch - Kitten Salmon, Kong Classic Dog Chew Toy, Life Cat Can - Kitten Tuna","Makanan, Mainan, Makanan","9, 8, 7","12000, 13000, 13000","108000, 104000, 91000",Tunai
TX-20240609-004,2024-06-09,"Life Cat Tofu - Mango, Life Cat Pouch - Salmon Adult, Life Cat Can - Kitten Tuna","Makanan, Makanan, Makanan","10, 4, 10","12000, 30000, 13000","120000, 120000, 130000",QRIS
TX-20240101-005,2024-01-01,"Life Cat Pouch - Kitten Tuna, Trixie Cat Scratching Post, Life Cat Can - Kitten Salmon","Makanan, Mainan, Makanan","7, 3, 10","30000, 20000, 13000","210000, 60000, 130000",Tunai
TX-20241022-005,2024-10-22,"Beaphar Ear Cleaner for Dogs & Cats, Life Cat Can - Kitten Tuna, Life Cat Tofu - Mango","Obat Hewan, Makanan, Makanan","10, 8, 8","12000, 12000, 30000","120000, 96000, 240000",Transfer
TX-20240330-005,2024-03-30,"Frontline Plus Flea & Tick Treatment, Life Cat Pouch - Chicken Tuna Adult, Life Cat Pouch - Kitten Chicken","Obat Hewan, Makanan, Makanan","9, 4, 7","13000, 25000, 25000","117000, 100000, 175000",Tunai
TX-20240530-003,2024-05-30,"Life Cat Pouch - Kitten Chicken, Kong Classic Dog Chew Toy","Makanan, Mainan","6, 9","20000, 4500","120000, 40500",QRIS
TX-20240728-005,2024-07-28,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,2,12000,24000,Transfer
TX-20240216-001,2024-02-16,"Life Cat Pouch - Chicken Adult, Life Cat Tofu - Mango","Makanan, Makanan","9, 8","12000, 13000","108000, 104000",QRIS
TX-20241011-008,2024-10-11,Frontline Plus Flea & Tick Treatment,Obat Hewan,6,13000,78000,QRIS
TX-20240524-003,2024-05-24,"Life Cat Pouch - Salmon Adult, Life Cat Pouch - Kitten Tuna, Life Cat Can - Kitten Salmon","Makanan, Makanan, Makanan","1, 2, 8","20000, 20000, 12000","20000, 40000, 96000",Tunai
TX-20240530-004,2024-05-30,Life Cat Can - Chicken,Makanan,9,25000,225000,Tunai
TX-20240805-005,2024-08-05,"Kong Puppy Teething Stick, Life Cat Pouch Dus, Life Cat Pouch - Kitten Tuna","Mainan, Makanan, Makanan","7, 9, 9","30000, 4500, 12000","210000, 40500, 108000",Tunai
TX-20240309-006,2024-03-09,"Trixie Cat Scratching Post, Life Cat Pouch - Kitten Chicken, Life Cat Can - Kitten Tuna","Mainan, Makanan, Makanan","8, 10, 2","13000, 20000, 4500","104000, 200000, 9000",Tunai
